employee_id,worker_name,hire_date,effective_date,reason,job_profile_from,job_profile_to,job_level_from,job_level_to,base_pay_from,base_pay_to,department_from,department_to,grade_from,grade_to,is_manager_from,is_manager_to,gender,minority_status,age,days_in_job_before_change,days_in_position_before_change,active,diverse
E00197,Parker Clark,08/05/2020,11/08/2024,Promotion > New Job > Higher Level,Analyst I,VP,Senior Manager,Director,125923.29,134979.76,Finance,Finance,15,16,1,1,Male,Non-Minority,52,457,821,Yes,Non-Minority
E00197,Parker Clark,08/05/2020,07/05/2022,Promotion > New Job > Higher Level,VP,Consultant,Director,VP,134979.76,147249.49,Finance,Finance,16,17,1,1,Male,Non-Minority,52,909,189,No,Non-Minority
E00197,Parker Clark,08/05/2020,11/04/2024,Lateral Move > New Job > Same Level,Consultant,Analyst II,VP,VP,147249.49,147310.82,Finance,Finance,17,17,1,1,Male,Non-Minority,52,1232,486,Yes,Non-Minority
E00361,Riley Anderson,10/25/2011,01/25/2013,Promotion > New Job > Higher Level,Senior Director,Administrator,Professional,Senior Professional,93251.93,106289.89,Product,Operations,10,11,0,0,Male,Non-Minority,25,827,1492,No,Non-Minority
E00361,Riley Anderson,10/25/2011,08/28/2013,Promotion > New Job > Higher Level,Administrator,Analyst II,Senior Professional,Manager,106289.89,122532.75,Operations,Operations,11,13,0,1,Male,Non-Minority,25,1274,1277,Yes,Non-Minority
E00361,Riley Anderson,10/25/2011,10/14/2014,Promotion > New Job > Higher Level,Analyst II,Specialist,Manager,Senior Manager,122532.75,128896.45,Operations,Operations,13,14,1,1,Male,Non-Minority,25,1774,1083,No,Non-Minority
E00361,Riley Anderson,10/25/2011,02/14/2015,Lateral Move > New Job > Same Level,Specialist,Analyst II,Senior Manager,Senior Manager,128896.45,129389.08,Operations,Operations,14,14,1,1,Male,Non-Minority,25,626,406,Yes,Non-Minority
E00361,Riley Anderson,10/25/2011,08/20/2015,Lateral Move > New Job > Same Level,Analyst II,Director,Senior Manager,Senior Manager,129389.08,128803.98,Operations,Customer Service,14,14,1,1,Male,Non-Minority,25,1592,1166,No,Non-Minority
E00361,Riley Anderson,10/25/2011,10/12/2018,Demotion > New Job > Lower Level,Director,Coordinator,Senior Manager,Manager,128803.98,121414.64,Customer Service,Customer Service,14,13,1,1,Male,Non-Minority,25,413,944,Yes,Non-Minority
E00183,Emery Martinez,10/16/2022,11/24/2023,Promotion > New Job > Higher Level,Analyst II,Manager,Professional,Senior Professional,78569.79,92148.75,Customer Service,Customer Service,8,9,0,0,Male,Non-Minority,46,893,728,Yes,Non-Minority
E00421,Marley Taylor,12/20/2014,02/29/2016,Lateral Move > New Job > Same Level,Senior Analyst,Director,Professional,Professional,123693.91,128294.42,Supply Chain,Supply Chain,11,11,0,0,Male,Non-Minority,65,1251,790,Yes,Non-Minority
E00421,Marley Taylor,12/20/2014,06/13/2016,Promotion > New Job > Higher Level,Director,Associate,Professional,Senior Professional,128294.42,135262.59,Supply Chain,Supply Chain,11,13,0,0,Male,Non-Minority,65,443,381,Yes,Non-Minority
E00421,Marley Taylor,12/20/2014,03/28/2017,Lateral Move > New Job > Same Level,Associate,Senior Specialist,Senior Professional,Senior Professional,135262.59,135468.19,Supply Chain,Human Resources,13,13,0,0,Male,Non-Minority,65,1594,318,Yes,Non-Minority
E00081,Dakota Williams,12/25/2018,01/03/2020,Promotion > New Job > Higher Level,Specialist,Analyst I,Professional,Senior Professional,113154.34,131666.4,Risk Management,Human Resources,13,15,0,0,Female,Minority,38,1531,1141,Yes,Minority
E00477,Alex Hall,01/12/2021,02/11/2022,Promotion > New Job > Higher Level,Senior Specialist,Senior Associate,Professional,Senior Professional,108966.54,116358.65,Communications,Human Resources,12,14,0,0,Male,Non-Minority,40,1547,111,Yes,Non-Minority
E00477,Alex Hall,01/12/2021,04/20/2022,Promotion > New Job > Higher Level,Senior Associate,Senior Analyst,Senior Professional,Manager,116358.65,138235.79,Human Resources,Sales,14,15,0,1,Male,Non-Minority,40,1553,809,Yes,Non-Minority
E00477,Alex Hall,01/12/2021,03/12/2022,Lateral Move > New Job > Same Level,Senior Analyst,Senior Associate,Manager,Manager,138235.79,136349.5,Sales,Sales,15,15,1,1,Male,Non-Minority,40,1367,802,Yes,Non-Minority
E00477,Alex Hall,01/12/2021,01/03/2024,Lateral Move > New Job > Same Level,Senior Associate,VP,Manager,Manager,136349.5,135154.94,Sales,Sales,15,15,1,1,Male,Non-Minority,40,1435,585,Yes,Non-Minority
E00477,Alex Hall,01/12/2021,11/11/2024,Promotion > New Job > Higher Level,VP,Analyst I,Manager,Senior Manager,135154.94,143921.88,Sales,Sales,15,16,1,1,Male,Non-Minority,40,1263,534,No,Non-Minority
E00065,Emery Hall,12/03/2011,03/10/2013,Promotion > New Job > Higher Level,Associate,Analyst I,Entry,Professional,100048.31,107628.57,Sales,Sales,11,13,0,0,Female,Non-Minority,52,1665,292,No,Non-Minority
E00065,Emery Hall,12/03/2011,07/09/2013,Lateral Move > New Job > Same Level,Analyst I,Manager,Professional,Professional,107628.57,112410.87,Sales,Sales,13,13,0,0,Female,Non-Minority,52,930,1297,Yes,Non-Minority
E00065,Emery Hall,12/03/2011,12/16/2013,Demotion > New Job > Lower Level,Manager,Senior Analyst,Professional,Entry,112410.87,101974.26,Sales,Sales,13,12,0,0,Female,Non-Minority,52,906,867,Yes,Non-Minority
E00065,Emery Hall,12/03/2011,04/19/2015,Promotion > New Job > Higher Level,Senior Analyst,Coordinator,Entry,Professional,101974.26,114939.03,Sales,Sales,12,13,0,0,Female,Non-Minority,52,823,343,Yes,Non-Minority
E00065,Emery Hall,12/03/2011,07/14/2015,Promotion > New Job > Higher Level,Coordinator,Specialist,Professional,Senior Professional,114939.03,129646.53,Sales,Sales,13,14,0,0,Female,Non-Minority,52,1623,680,No,Non-Minority
E00065,Emery Hall,12/03/2011,05/17/2013,Promotion > New Job > Higher Level,Specialist,Manager,Senior Professional,Manager,129646.53,142509.71,Sales,Engineering,14,15,0,1,Female,Non-Minority,52,1409,728,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,11/25/2019,Promotion > New Job > Higher Level,Analyst II,Senior Specialist,Manager,Senior Manager,114974.31,130275.94,Operations,Risk Management,10,11,1,1,Female,Non-Minority,51,566,232,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,08/11/2020,Promotion > New Job > Higher Level,Senior Specialist,Manager,Senior Manager,Director,130275.94,140293.46,Risk Management,Risk Management,11,13,1,1,Female,Non-Minority,51,1556,305,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,07/01/2021,Lateral Move > New Job > Same Level,Manager,Analyst II,Director,Director,140293.46,141789.56,Risk Management,Risk Management,13,13,1,1,Female,Non-Minority,51,424,383,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,06/28/2021,Lateral Move > New Job > Same Level,Analyst II,Analyst II,Director,Director,141789.56,142930.07,Risk Management,Risk Management,13,13,1,1,Female,Non-Minority,51,1698,435,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,08/22/2019,Lateral Move > New Job > Same Level,Analyst II,Director,Director,Director,142930.07,143710.43,Risk Management,Sales,13,13,1,1,Female,Non-Minority,51,1007,341,Yes,Non-Minority
E00275,Addison Walker,04/12/2018,11/20/2021,Promotion > New Job > Higher Level,Director,Coordinator,Director,VP,143710.43,166528.78,Sales,Supply Chain,13,15,1,1,Female,Non-Minority,51,1371,1305,Yes,Non-Minority
E00390,Elliot Clark,06/01/2012,04/26/2014,Lateral Move > New Job > Same Level,Administrator,Senior Director,Senior Professional,Senior Professional,95731.22,100137.32,Communications,Communications,11,11,0,0,Male,Minority,65,1415,918,Yes,Minority
E00390,Elliot Clark,06/01/2012,10/10/2014,Demotion > New Job > Lower Level,Senior Director,Analyst II,Senior Professional,Professional,100137.32,91774.24,Communications,Product,11,10,0,0,Male,Minority,65,430,603,Yes,Minority
E00390,Elliot Clark,06/01/2012,02/28/2016,Promotion > New Job > Higher Level,Analyst II,Analyst I,Professional,Senior Professional,91774.24,99540.48,Product,Product,10,12,0,0,Male,Minority,65,383,198,Yes,Minority
E00161,Dakota Harris,10/18/2011,06/29/2013,Demotion > New Job > Lower Level,VP,Senior Specialist,Senior Professional,Professional,90991.07,85363.63,Operations,Operations,9,8,0,0,Male,Non-Minority,49,1418,1481,Yes,Non-Minority
E00315,Jamie Garcia,09/08/2022,11/25/2023,Lateral Move > New Job > Same Level,Analyst I,Coordinator,Senior Professional,Senior Professional,92305.79,92415.88,Customer Service,Customer Service,10,10,0,0,Male,Non-Minority,42,336,1443,No,Non-Minority
E00447,Logan Harris,12/27/2018,08/21/2020,Promotion > New Job > Higher Level,Analyst I,Senior Manager,Senior Professional,Manager,131320.72,143669.39,IT,IT,13,14,0,1,Female,Minority,33,715,1200,Yes,Minority
E00447,Logan Harris,12/27/2018,12/12/2020,Lateral Move > New Job > Same Level,Senior Manager,Analyst I,Manager,Manager,143669.39,148936.84,IT,IT,14,14,1,1,Female,Minority,33,1744,154,Yes,Minority
E00447,Logan Harris,12/27/2018,05/26/2022,Lateral Move > New Job > Same Level,Analyst I,Specialist,Manager,Manager,148936.84,155133.92,IT,Product,14,14,1,1,Female,Minority,33,950,996,Yes,Minority
E00447,Logan Harris,12/27/2018,07/25/2022,Promotion > New Job > Higher Level,Specialist,Administrator,Manager,Senior Manager,155133.92,163655.27,Product,Product,14,15,1,1,Female,Minority,33,1776,710,Yes,Minority
E00212,Cameron King,06/20/2018,09/12/2019,Promotion > New Job > Higher Level,Specialist,Senior Specialist,Senior Professional,Manager,126437.67,140927.7,Research,Research,13,15,0,1,Male,Non-Minority,29,1178,314,Yes,Non-Minority
E00212,Cameron King,06/20/2018,01/22/2021,Promotion > New Job > Higher Level,Senior Specialist,Director,Manager,Senior Manager,140927.7,161927.59,Research,Research,15,17,1,1,Male,Non-Minority,29,1142,1064,Yes,Non-Minority
E00212,Cameron King,06/20/2018,05/05/2020,Promotion > New Job > Higher Level,Director,Senior Specialist,Senior Manager,Director,161927.59,179530.37,Research,Research,17,17,1,1,Male,Non-Minority,29,1443,1475,No,Non-Minority
E00212,Cameron King,06/20/2018,06/11/2021,Promotion > New Job > Higher Level,Senior Specialist,Senior Analyst,Director,VP,179530.37,197137.35,Research,Finance,17,17,1,1,Male,Non-Minority,29,930,804,Yes,Non-Minority
E00212,Cameron King,06/20/2018,01/02/2024,Lateral Move > New Job > Same Level,Senior Analyst,Specialist,VP,VP,197137.35,203434.71,Finance,Research,17,17,1,1,Male,Non-Minority,29,959,289,Yes,Non-Minority
E00212,Cameron King,06/20/2018,04/07/2024,Promotion > New Job > Higher Level,Specialist,Analyst I,VP,VP,203434.71,243875.87,Research,Research,17,17,1,1,Male,Non-Minority,29,1534,590,No,Non-Minority
E00209,Parker Jackson,04/01/2011,07/29/2012,Lateral Move > New Job > Same Level,Director,Consultant,Senior Professional,Senior Professional,82463.8,84555.56,Product,Product,7,7,0,0,Male,Minority,25,1589,224,Yes,Minority
E00209,Parker Jackson,04/01/2011,02/06/2013,Lateral Move > New Job > Same Level,Consultant,Specialist,Senior Professional,Senior Professional,84555.56,83541.99,Product,Customer Service,7,7,0,0,Male,Minority,25,256,1033,Yes,Minority
E00433,Reese Garcia,03/21/2019,10/22/2020,Lateral Move > New Job > Same Level,Senior Analyst,Senior Associate,Entry,Entry,75032.35,76515.25,Finance,Finance,7,7,0,0,Female,Non-Minority,62,221,1051,Yes,Non-Minority
E00433,Reese Garcia,03/21/2019,11/12/2021,Promotion > New Job > Higher Level,Senior Associate,Senior Specialist,Entry,Professional,76515.25,91654.92,Finance,Finance,7,8,0,0,Female,Non-Minority,62,840,1262,Yes,Non-Minority
E00433,Reese Garcia,03/21/2019,10/06/2020,Promotion > New Job > Higher Level,Senior Specialist,Specialist,Professional,Senior Professional,91654.92,97613.27,Finance,Finance,8,10,0,0,Female,Non-Minority,62,1197,1119,Yes,Non-Minority
E00433,Reese Garcia,03/21/2019,12/16/2023,Demotion > New Job > Lower Level,Specialist,Specialist,Senior Professional,Professional,97613.27,87279.94,Finance,Finance,10,9,0,0,Female,Non-Minority,62,1072,503,Yes,Non-Minority
E00433,Reese Garcia,03/21/2019,01/01/2023,Promotion > New Job > Higher Level,Specialist,Senior Associate,Professional,Senior Professional,87279.94,102646.19,Finance,Finance,9,10,0,0,Female,Non-Minority,62,723,187,Yes,Non-Minority
E00433,Reese Garcia,03/21/2019,07/20/2023,Promotion > New Job > Higher Level,Senior Associate,Analyst II,Senior Professional,Manager,102646.19,120166.91,Finance,Finance,10,12,0,1,Female,Non-Minority,62,1649,1274,Yes,Non-Minority
E00370,River Harris,04/07/2012,02/04/2014,Promotion > New Job > Higher Level,VP,Senior Manager,Senior Professional,Manager,111287.2,121414.86,Research,Research,13,15,0,1,Male,Minority,30,1153,964,Yes,Minority
E00233,Peyton Thomas,05/29/2015,11/21/2016,Promotion > New Job > Higher Level,Analyst II,Coordinator,Professional,Senior Professional,104421.32,119847.54,Risk Management,Risk Management,10,11,0,0,Male,Minority,45,794,976,Yes,Minority
E00233,Peyton Thomas,05/29/2015,04/07/2018,Promotion > New Job > Higher Level,Coordinator,Director,Senior Professional,Manager,119847.54,129436.73,Risk Management,Risk Management,11,13,0,1,Male,Minority,45,1235,1018,Yes,Minority
E00340,Reese White,07/10/2012,04/16/2014,Promotion > New Job > Higher Level,Director,Senior Manager,Senior Manager,Director,117091.41,138417.79,Legal,Legal,12,13,1,1,Female,Minority,28,562,1271,Yes,Minority
E00340,Reese White,07/10/2012,12/03/2014,Promotion > New Job > Higher Level,Senior Manager,Manager,Director,VP,138417.79,159058.78,Legal,Legal,13,14,1,1,Female,Minority,28,728,1396,Yes,Minority
E00340,Reese White,07/10/2012,07/05/2016,Lateral Move > New Job > Same Level,Manager,Consultant,VP,VP,159058.78,164884.36,Legal,Legal,14,14,1,1,Female,Minority,28,1068,1249,No,Minority
E00340,Reese White,07/10/2012,01/13/2017,Promotion > New Job > Higher Level,Consultant,Senior Analyst,VP,VP,164884.36,186045.69,Legal,Legal,14,15,1,1,Female,Minority,28,672,398,Yes,Minority
E00340,Reese White,07/10/2012,09/15/2017,Promotion > New Job > Higher Level,Senior Analyst,Administrator,VP,VP,186045.69,218904.76,Legal,Legal,15,17,1,1,Female,Minority,28,311,1388,No,Minority
E00340,Reese White,07/10/2012,10/21/2015,Promotion > New Job > Higher Level,Administrator,Senior Associate,VP,VP,218904.76,238614.99,Legal,Marketing,17,17,1,1,Female,Minority,28,1586,1321,Yes,Minority
E00266,Skyler Martin,08/06/2022,02/29/2024,Promotion > New Job > Higher Level,Senior Specialist,Coordinator,Entry,Professional,106605.16,113751.31,Customer Service,Sales,12,13,0,0,Male,Minority,50,815,1040,Yes,Minority
E00266,Skyler Martin,08/06/2022,12/15/2024,Promotion > New Job > Higher Level,Coordinator,Associate,Professional,Senior Professional,113751.31,126639.66,Sales,Sales,13,15,0,0,Male,Minority,50,506,648,Yes,Minority
E00431,Quinn Jones,02/28/2015,03/13/2016,Demotion > New Job > Lower Level,Senior Analyst,Senior Director,Senior Professional,Professional,114561.89,101225.92,Human Resources,Human Resources,13,12,0,0,Male,Non-Minority,32,1307,450,No,Non-Minority
E00431,Quinn Jones,02/28/2015,12/18/2017,Promotion > New Job > Higher Level,Senior Director,Analyst I,Professional,Senior Professional,101225.92,120921.25,Human Resources,Human Resources,12,13,0,0,Male,Non-Minority,32,293,261,Yes,Non-Minority
E00127,Jamie Martinez,08/02/2014,06/05/2016,Demotion > New Job > Lower Level,Specialist,Consultant,Professional,Entry,84057.97,74705.45,Engineering,Legal,8,7,0,0,Male,Non-Minority,29,924,1465,Yes,Non-Minority
E00127,Jamie Martinez,08/02/2014,06/05/2017,Promotion > New Job > Higher Level,Consultant,Administrator,Entry,Professional,74705.45,82888.26,Legal,Legal,7,8,0,0,Male,Non-Minority,29,467,573,Yes,Non-Minority
E00127,Jamie Martinez,08/02/2014,03/18/2016,Promotion > New Job > Higher Level,Administrator,Coordinator,Professional,Senior Professional,82888.26,93522.3,Legal,Legal,8,9,0,0,Male,Non-Minority,29,1255,605,Yes,Non-Minority
E00006,Addison Davis,07/24/2011,09/07/2012,Promotion > New Job > Higher Level,Administrator,Specialist,Manager,Senior Manager,137835.37,157128.63,Communications,Communications,14,15,1,1,Male,Non-Minority,28,854,1286,Yes,Non-Minority
E00006,Addison Davis,07/24/2011,08/26/2013,Promotion > New Job > Higher Level,Specialist,Senior Analyst,Senior Manager,Director,157128.63,187034.14,Communications,Human Resources,15,16,1,1,Male,Non-Minority,28,618,652,Yes,Non-Minority
E00006,Addison Davis,07/24/2011,01/09/2015,Promotion > New Job > Higher Level,Senior Analyst,Manager,Director,VP,187034.14,203520.43,Human Resources,Human Resources,16,17,1,1,Male,Non-Minority,28,1272,857,No,Non-Minority
E00006,Addison Davis,07/24/2011,06/24/2016,Lateral Move > New Job > Same Level,Manager,Senior Specialist,VP,VP,203520.43,212965.76,Human Resources,Human Resources,17,17,1,1,Male,Non-Minority,28,1152,1488,Yes,Non-Minority
E00473,Casey Jones,09/29/2018,02/18/2020,Demotion > New Job > Lower Level,Senior Manager,Specialist,Senior Professional,Professional,82062.15,79134.69,Sales,Sales,9,8,0,0,Female,Minority,32,1153,843,No,Minority
E00473,Casey Jones,09/29/2018,08/09/2020,Promotion > New Job > Higher Level,Specialist,Analyst I,Professional,Senior Professional,79134.69,90752.43,Sales,Sales,8,9,0,0,Female,Minority,32,1694,1446,Yes,Minority
E00054,River Thompson,07/16/2017,07/04/2019,Lateral Move > New Job > Same Level,Analyst I,Senior Associate,Senior Manager,Senior Manager,161917.47,169077.79,Risk Management,Risk Management,17,17,1,1,Female,Minority,47,1311,877,No,Minority
E00124,Reese Harris,04/20/2018,03/12/2020,Demotion > New Job > Lower Level,Analyst II,Coordinator,Senior Professional,Professional,99009.57,96495.01,Engineering,Engineering,10,9,0,0,Male,Minority,25,1583,339,No,Minority
E00124,Reese Harris,04/20/2018,10/18/2020,Lateral Move > New Job > Same Level,Coordinator,Senior Specialist,Professional,Professional,96495.01,100421.07,Engineering,Engineering,9,9,0,0,Male,Minority,25,196,894,Yes,Minority
E00124,Reese Harris,04/20/2018,09/24/2020,Promotion > New Job > Higher Level,Senior Specialist,Associate,Professional,Senior Professional,100421.07,106801.58,Engineering,Engineering,9,11,0,0,Male,Minority,25,789,520,Yes,Minority
E00354,Skyler Anderson,05/23/2015,10/31/2016,Promotion > New Job > Higher Level,Senior Director,Administrator,Entry,Professional,123823.05,144674.56,Finance,Human Resources,14,16,0,0,Male,Minority,30,1776,1096,Yes,Minority
E00354,Skyler Anderson,05/23/2015,09/16/2017,Promotion > New Job > Higher Level,Administrator,Senior Specialist,Professional,Senior Professional,144674.56,172014.37,Human Resources,Human Resources,16,17,0,0,Male,Minority,30,385,418,Yes,Minority
E00354,Skyler Anderson,05/23/2015,11/07/2017,Promotion > New Job > Higher Level,Senior Specialist,Administrator,Senior Professional,Manager,172014.37,189693.74,Human Resources,Human Resources,17,17,0,1,Male,Minority,30,1301,759,Yes,Minority
E00354,Skyler Anderson,05/23/2015,12/06/2018,Promotion > New Job > Higher Level,Administrator,Senior Analyst,Manager,Senior Manager,189693.74,220859.72,Human Resources,Human Resources,17,17,1,1,Male,Minority,30,1470,998,Yes,Minority
E00354,Skyler Anderson,05/23/2015,10/28/2020,Lateral Move > New Job > Same Level,Senior Analyst,Senior Director,Senior Manager,Senior Manager,220859.72,226354.03,Human Resources,Sales,17,17,1,1,Male,Minority,30,805,732,Yes,Minority
E00354,Skyler Anderson,05/23/2015,04/23/2017,Demotion > New Job > Lower Level,Senior Director,Coordinator,Senior Manager,Manager,226354.03,195662.16,Sales,Supply Chain,17,16,1,1,Male,Minority,30,1509,356,Yes,Minority
E00415,Emery King,03/26/2013,03/12/2015,Promotion > New Job > Higher Level,Senior Manager,Manager,Entry,Professional,111690.27,130554.35,Engineering,Engineering,10,12,0,0,Male,Non-Minority,31,1685,363,Yes,Non-Minority
E00415,Emery King,03/26/2013,12/17/2014,Promotion > New Job > Higher Level,Manager,Coordinator,Professional,Senior Professional,130554.35,150544.84,Engineering,Engineering,12,13,0,0,Male,Non-Minority,31,757,496,No,Non-Minority
E00415,Emery King,03/26/2013,09/14/2014,Lateral Move > New Job > Same Level,Coordinator,Administrator,Senior Professional,Senior Professional,150544.84,151901.96,Engineering,Legal,13,13,0,0,Male,Non-Minority,31,1348,549,No,Non-Minority
E00415,Emery King,03/26/2013,05/07/2014,Promotion > New Job > Higher Level,Administrator,Senior Director,Senior Professional,Manager,151901.96,180530.44,Legal,Legal,13,14,0,1,Male,Non-Minority,31,648,272,No,Non-Minority
E00415,Emery King,03/26/2013,10/28/2016,Promotion > New Job > Higher Level,Senior Director,Analyst I,Manager,Senior Manager,180530.44,196645.94,Legal,Legal,14,15,1,1,Male,Non-Minority,31,1001,1355,No,Non-Minority
E00286,Cameron Johnson,06/06/2021,04/09/2023,Promotion > New Job > Higher Level,Coordinator,Senior Analyst,Entry,Professional,100002.45,107241.4,Sales,Sales,11,13,0,0,Female,Minority,37,1341,330,Yes,Minority
E00286,Cameron Johnson,06/06/2021,06/20/2022,Promotion > New Job > Higher Level,Senior Analyst,Administrator,Professional,Senior Professional,107241.4,125043.89,Sales,Sales,13,15,0,0,Female,Minority,37,1559,1102,No,Minority
E00286,Cameron Johnson,06/06/2021,02/03/2023,Promotion > New Job > Higher Level,Administrator,Administrator,Senior Professional,Manager,125043.89,144680.1,Sales,Risk Management,15,16,0,1,Female,Minority,37,1781,635,Yes,Minority
E00286,Cameron Johnson,06/06/2021,01/16/2024,Lateral Move > New Job > Same Level,Administrator,Senior Specialist,Manager,Manager,144680.1,149346.18,Risk Management,Risk Management,16,16,1,1,Female,Minority,37,603,1318,Yes,Minority
E00246,Sydney Clark,09/23/2011,02/13/2013,Promotion > New Job > Higher Level,Manager,Senior Analyst,Professional,Senior Professional,106697.31,118727.39,Operations,Operations,9,10,0,0,Female,Non-Minority,60,238,684,Yes,Non-Minority
E00246,Sydney Clark,09/23/2011,06/17/2013,Promotion > New Job > Higher Level,Senior Analyst,Specialist,Senior Professional,Manager,118727.39,135664.09,Operations,Operations,10,11,0,1,Female,Non-Minority,60,1373,1491,No,Non-Minority
E00371,Finley Miller,08/22/2012,04/13/2014,Lateral Move > New Job > Same Level,Director,Administrator,Senior Professional,Senior Professional,73350.22,72323.44,Engineering,Engineering,6,6,0,0,Female,Non-Minority,34,842,904,Yes,Non-Minority
E00371,Finley Miller,08/22/2012,07/26/2015,Demotion > New Job > Lower Level,Administrator,Senior Specialist,Senior Professional,Professional,72323.44,63470.2,Engineering,Engineering,6,5,0,0,Female,Non-Minority,34,1687,1313,Yes,Non-Minority
E00371,Finley Miller,08/22/2012,01/28/2015,Promotion > New Job > Higher Level,Senior Specialist,Consultant,Professional,Senior Professional,63470.2,67550.82,Engineering,Operations,5,6,0,0,Female,Non-Minority,34,660,1054,Yes,Non-Minority
E00371,Finley Miller,08/22/2012,08/17/2015,Promotion > New Job > Higher Level,Consultant,Senior Specialist,Senior Professional,Manager,67550.82,70982.68,Operations,Operations,6,7,0,1,Female,Non-Minority,34,799,898,Yes,Non-Minority
E00371,Finley Miller,08/22/2012,05/27/2017,Demotion > New Job > Lower Level,Senior Specialist,Senior Manager,Manager,Senior Professional,70982.68,63757.86,Operations,Operations,7,6,1,0,Female,Non-Minority,34,264,1278,Yes,Non-Minority
E00371,Finley Miller,08/22/2012,08/26/2015,Promotion > New Job > Higher Level,Senior Manager,Specialist,Senior Professional,Manager,63757.86,68570.3,Operations,Operations,6,8,0,1,Female,Non-Minority,34,1138,360,Yes,Non-Minority
E00388,Logan Brown,07/19/2016,12/28/2017,Lateral Move > New Job > Same Level,Analyst I,Senior Associate,Professional,Professional,111941.67,115268.34,Customer Service,Customer Service,13,13,0,0,Male,Non-Minority,32,419,731,No,Non-Minority
E00137,Drew Harris,02/02/2020,04/07/2021,Lateral Move > New Job > Same Level,Manager,Senior Associate,Senior Professional,Senior Professional,124253.27,126110.2,Communications,Communications,14,14,0,0,Male,Non-Minority,54,1711,828,Yes,Non-Minority
E00222,River Johnson,02/27/2011,07/20/2012,Lateral Move > New Job > Same Level,Administrator,Coordinator,VP,VP,122536.81,127829.85,Engineering,Risk Management,16,16,1,1,Female,Minority,26,720,1148,Yes,Minority
E00222,River Johnson,02/27/2011,01/12/2013,Promotion > New Job > Higher Level,Coordinator,Manager,VP,VP,127829.85,151337.86,Risk Management,Risk Management,16,17,1,1,Female,Minority,26,1744,399,Yes,Minority
E00222,River Johnson,02/27/2011,08/16/2014,Promotion > New Job > Higher Level,Manager,Analyst I,VP,VP,151337.86,163193.36,Risk Management,Marketing,17,17,1,1,Female,Minority,26,1143,622,Yes,Minority
E00222,River Johnson,02/27/2011,01/26/2013,Promotion > New Job > Higher Level,Analyst I,Consultant,VP,VP,163193.36,182036.4,Marketing,Marketing,17,17,1,1,Female,Minority,26,1193,173,Yes,Minority
E00175,Quinn Hall,08/21/2010,02/19/2012,Lateral Move > New Job > Same Level,Director,Manager,Manager,Manager,112890.33,118446.49,Research,Research,14,14,1,1,Male,Minority,48,1189,320,Yes,Minority
E00175,Quinn Hall,08/21/2010,01/19/2012,Promotion > New Job > Higher Level,Manager,Senior Analyst,Manager,Senior Manager,118446.49,130580.22,Research,Engineering,14,15,1,1,Male,Minority,48,524,1131,Yes,Minority
E00175,Quinn Hall,08/21/2010,03/01/2013,Demotion > New Job > Lower Level,Senior Analyst,Associate,Senior Manager,Manager,130580.22,120554.55,Engineering,Engineering,15,14,1,1,Male,Minority,48,1375,98,Yes,Minority
E00175,Quinn Hall,08/21/2010,08/02/2014,Promotion > New Job > Higher Level,Associate,Manager,Manager,Senior Manager,120554.55,134112.46,Engineering,Communications,14,15,1,1,Male,Minority,48,1566,283,Yes,Minority
E00497,Jamie Johnson,12/27/2020,01/09/2022,Lateral Move > New Job > Same Level,Specialist,Analyst II,Entry,Entry,123223.87,123211.51,Customer Service,Customer Service,14,14,0,0,Male,Non-Minority,36,987,855,No,Non-Minority
E00497,Jamie Johnson,12/27/2020,08/23/2023,Promotion > New Job > Higher Level,Analyst II,Manager,Entry,Professional,123211.51,144840.87,Customer Service,Human Resources,14,15,0,0,Male,Non-Minority,36,1629,1440,Yes,Non-Minority
E00497,Jamie Johnson,12/27/2020,09/04/2024,Demotion > New Job > Lower Level,Manager,Director,Professional,Entry,144840.87,131664.29,Human Resources,Human Resources,15,14,0,0,Male,Non-Minority,36,1527,101,Yes,Non-Minority
E00395,Logan Martinez,06/01/2022,06/23/2023,Lateral Move > New Job > Same Level,Senior Director,Specialist,Entry,Entry,88908.98,91214.58,Sales,Sales,8,8,0,0,Female,Minority,44,1678,1255,Yes,Minority
E00395,Logan Martinez,06/01/2022,10/11/2023,Promotion > New Job > Higher Level,Specialist,Senior Associate,Entry,Professional,91214.58,107586.85,Sales,Sales,8,9,0,0,Female,Minority,44,841,203,Yes,Minority
E00395,Logan Martinez,06/01/2022,10/23/2023,Promotion > New Job > Higher Level,Senior Associate,Coordinator,Professional,Senior Professional,107586.85,114459.78,Sales,Sales,9,11,0,0,Female,Minority,44,996,272,Yes,Minority
E00027,River Williams,05/23/2021,09/06/2022,Demotion > New Job > Lower Level,Senior Director,Senior Associate,Senior Professional,Professional,81977.92,71417.71,Human Resources,Human Resources,7,6,0,0,Male,Non-Minority,37,1505,1429,Yes,Non-Minority
E00105,Finley Brown,08/13/2012,10/13/2013,Lateral Move > New Job > Same Level,Analyst II,VP,Professional,Professional,62005.38,62061.08,Marketing,Marketing,5,5,0,0,Male,Non-Minority,37,815,1492,Yes,Non-Minority
