employee_id,name,department,job_profile,job_level,grade,annual_salary,gender,minority_status,veteran,disability,age,age_group,hire_date,term_date,term_reason,term_category,manager_id,location,is_manager,highest_degree,tenure_years,exempt,grade_profile,time_in_job_years,leave_type,leave_start,leave_end,employee_type
E00260,Logan Miller,IT,Associate,Entry,11,99666.74,Male,Non-Minority,No,No,39,30-39,01/31/2020,,,,E00001,Northeast,0,Doctorate,3.9,1,Standard,3.6,Family Care,02/05/2020,04/15/2020,Regular
E00261,Morgan Rodriguez,Operations,Senior Director,Entry,8,96203.2,Male,Minority,Yes,No,53,50-59,03/16/2018,,,,E00030,Remote,1,Bachelors,5.8,1,Technical,2.8,None,,,Regular
E00262,Riley Young,Operations,Senior Director,Senior Professional,12,126339.53,Female,Non-Minority,No,No,41,40-49,10/21/2018,07/29/2020,Involuntary - Restructuring,Involuntary,E00040,Remote,1,Doctorate,5.2,1,Standard,4.0,None,,,Regular
E00263,Morgan Garcia,Human Resources,Specialist,Senior Professional,8,77293.34,Male,Minority,Yes,Yes,31,30-39,01/09/2017,,,,E00020,Remote,0,Masters,7.0,1,Market Premium,4.7,None,,,Regular
E00264,Cameron Thompson,Legal,VP,Manager,16,128870.9,Male,Minority,No,Yes,63,60+,11/22/2022,,,,E00032,Southeast,0,Doctorate,1.1,1,Standard,1.0,Medical,07/29/2019,10/05/2019,Regular
E00265,Jordan King,Operations,Specialist,Entry,12,99260.71,Male,Minority,No,No,22,Under 30,03/13/2014,,,,E00040,West,0,Associates,9.8,1,Standard,8.5,None,,,Regular
E00266,Skyler Martin,Customer Service,Senior Specialist,Entry,12,106605.16,Male,Minority,No,No,50,40-49,08/06/2022,,,,E00027,West,0,Associates,1.4,0,Standard,1.3,None,,,Regular
E00267,Sage Garcia,Engineering,Coordinator,Entry,8,92044.09,Female,Minority,No,No,51,50-59,12/12/2014,09/18/2018,Voluntary - New Opportunity,Voluntary,E00035,Remote,0,Masters,9.1,1,Technical,5.1,None,,,Regular
E00268,Emery Young,Human Resources,Specialist,Professional,9,111039.14,Male,Non-Minority,No,No,56,50-59,11/05/2022,,,,E00050,Northeast,1,Masters,1.2,0,Technical,0.8,None,,,Regular
E00269,Addison Johnson,Human Resources,Manager,Entry,8,83994.74,Female,Non-Minority,No,No,38,30-39,07/15/2019,,,,E00020,Midwest,0,None,4.5,1,Market Premium,4.4,None,,,Regular
E00270,Blake King,Communications,VP,Entry,14,120598.26,Male,Non-Minority,Yes,No,61,60+,08/19/2012,10/13/2015,Voluntary - Retirement,Voluntary,E00045,West,0,Associates,11.4,1,Technical,2.1,None,,,Regular
E00271,Reese Taylor,Risk Management,Senior Manager,Entry,8,77570.87,Female,Non-Minority,Yes,No,39,30-39,08/20/2014,,,,E00004,Remote,0,Doctorate,9.4,1,Standard,3.5,None,,,Regular
E00272,Marley Brown,Risk Management,Senior Analyst,Entry,13,109612.18,Female,Non-Minority,No,No,48,40-49,07/25/2016,04/20/2020,Involuntary - Performance,Involuntary,E00044,Northeast,0,Bachelors,7.4,0,Technical,1.4,None,,,Regular
E00273,Kendall Young,Supply Chain,Senior Director,Professional,10,102111.85,Female,Non-Minority,No,No,47,40-49,12/23/2012,04/08/2016,Voluntary - Career Change,Voluntary,E00016,West,0,Associates,11.0,1,Technical,7.5,None,,,Regular
E00274,Cameron Allen,Legal,Consultant,Senior Professional,12,96575.59,Male,Minority,No,No,27,Under 30,04/17/2019,,,,E00005,West,0,Doctorate,4.7,1,Technical,1.8,None,,,Regular
E00275,Addison Walker,Operations,Analyst II,Manager,10,114974.31,Female,Non-Minority,No,No,51,50-59,04/12/2018,11/14/2023,Voluntary - Personal,Voluntary,E00050,Midwest,1,None,5.7,1,Technical,2.8,None,,,Regular
E00276,Jamie Anderson,Risk Management,Administrator,Entry,8,78311.14,Male,Minority,No,No,40,30-39,08/21/2019,,,,E00032,Midwest,0,Doctorate,4.4,1,Technical,1.1,None,,,Regular
E00277,Kendall Johnson,Communications,Analyst I,Manager,15,129245.51,Male,Non-Minority,Yes,No,28,Under 30,11/19/2020,,,,E00044,West,0,None,3.1,0,Standard,3.4,None,,,Regular
E00278,Parker Miller,Product,VP,Manager,17,139876.03,Male,Non-Minority,No,No,30,Under 30,07/18/2013,,,,E00001,Midwest,0,Associates,10.5,1,Market Premium,1.5,None,,,Regular
E00279,Cameron Martinez,Operations,VP,Entry,7,82485.76,Male,Non-Minority,No,No,36,30-39,01/31/2018,05/20/2021,Voluntary - Relocation,Voluntary,E00026,West,0,None,5.9,1,Technical,1.1,None,,,Regular
E00280,Skyler Jackson,Marketing,Analyst I,Manager,13,106170.22,Female,Non-Minority,No,No,22,Under 30,10/15/2014,08/17/2020,Voluntary - Relocation,Voluntary,E00034,Midwest,0,None,9.2,0,Market Premium,6.9,None,,,Regular
E00281,Taylor Walker,Human Resources,Coordinator,Entry,8,75740.38,Male,Minority,No,No,28,Under 30,09/18/2020,,,,E00025,Northeast,0,Bachelors,3.3,0,Market Premium,3.4,None,,,Regular
E00282,Skyler Jones,Legal,Analyst II,Professional,7,74368.29,Male,Minority,No,No,55,50-59,01/28/2013,,,,E00042,Remote,0,None,10.9,1,Technical,7.6,None,,,Regular
E00283,Sydney Jones,Operations,Consultant,Entry,8,78214.25,Female,Non-Minority,No,No,48,40-49,11/15/2019,,,,E00041,Remote,0,Masters,4.1,1,Standard,0.9,None,,,Regular
E00284,Sydney Thomas,Marketing,Specialist,Manager,11,106176.25,Female,Non-Minority,No,No,49,40-49,04/03/2012,,,,E00038,Midwest,0,Associates,11.7,0,Standard,3.7,None,,,Regular
E00285,River Walker,Sales,Director,Senior Professional,13,113346.72,Female,Non-Minority,Yes,No,40,30-39,11/22/2011,,,,E00039,Northeast,0,Bachelors,12.1,1,Standard,6.8,None,,,Regular
E00286,Cameron Johnson,Sales,Coordinator,Entry,11,100002.45,Female,Minority,No,No,37,30-39,06/06/2021,,,,E00019,West,0,Masters,2.6,1,Standard,1.1,None,,,Regular
E00287,Blake Scott,Human Resources,Specialist,Professional,13,113369.5,Male,Minority,No,No,30,Under 30,04/28/2023,,,,E00001,West,0,Doctorate,0.7,0,Market Premium,0.8,None,,,Regular
E00288,Jamie Miller,Finance,Analyst I,Manager,11,95674.07,Male,Minority,No,No,25,Under 30,11/16/2013,08/26/2019,Voluntary - Relocation,Voluntary,E00001,West,0,Doctorate,10.1,0,Market Premium,6.8,None,,,Regular
E00289,Cameron Thompson,Legal,Senior Manager,Entry,11,96869.21,Female,Minority,Yes,No,61,60+,03/28/2021,,,,E00006,Southeast,0,Bachelors,2.8,1,Standard,1.4,None,,,Regular
E00290,Hayden White,Sales,Senior Director,Senior Professional,7,75957.67,Male,Minority,No,No,63,60+,06/20/2021,,,,E00021,Northeast,0,Bachelors,2.5,0,Technical,1.6,Personal,09/04/2020,12/07/2020,Regular
E00291,Morgan Jackson,Sales,Director,Senior Manager,11,101288.24,Female,Minority,No,No,60,50-59,04/20/2011,,,,E00028,Northeast,0,Bachelors,12.7,1,Technical,9.9,None,,,Regular
E00292,Casey Robinson,Human Resources,Analyst I,Manager,10,99436.45,Male,Non-Minority,Yes,No,32,30-39,12/09/2013,,,,E00046,West,0,Bachelors,10.1,1,Technical,5.7,None,,,Regular
E00293,Sydney Hall,Marketing,Administrator,Senior Professional,10,98607.81,Male,Non-Minority,No,No,39,30-39,10/25/2015,,,,E00009,Northeast,0,None,8.2,0,Market Premium,7.1,None,,,Regular
E00294,Logan White,Customer Service,Senior Director,Professional,6,75297.94,Male,Non-Minority,Yes,No,26,Under 30,02/07/2016,,,,E00017,West,0,Masters,7.9,1,Technical,3.3,None,,,Regular
E00295,Blake Garcia,Risk Management,Senior Associate,Professional,14,145150.88,Female,Non-Minority,No,No,28,Under 30,03/16/2021,,,,E00011,Remote,1,None,2.8,0,Standard,2.6,None,,,Regular
E00296,Blake Thomas,Sales,Consultant,Senior Professional,5,66888.76,Female,Minority,No,No,31,30-39,01/22/2010,01/17/2011,Voluntary - New Opportunity,Voluntary,E00031,Southeast,0,None,13.9,1,Technical,11.7,None,,,Regular
E00297,Drew Rodriguez,Sales,Administrator,Entry,11,106027.68,Male,Non-Minority,No,No,26,Under 30,05/29/2019,06/01/2022,Involuntary - Restructuring,Involuntary,E00047,Remote,0,Bachelors,4.6,1,Standard,2.8,None,,,Regular
E00298,Jordan Thomas,Marketing,Analyst II,Manager,13,117643.47,Female,Non-Minority,No,No,51,50-59,03/08/2011,,,,E00034,Midwest,1,Bachelors,12.8,1,Market Premium,1.6,None,,,Regular
E00299,Sage White,Finance,Coordinator,Entry,10,96795.1,Male,Non-Minority,No,No,41,40-49,03/30/2020,,,,E00013,Remote,0,Associates,3.8,0,Market Premium,1.9,None,,,Regular
E00300,Kendall Allen,Communications,Associate,Senior Professional,8,88173.09,Female,Minority,Yes,No,31,30-39,01/24/2021,,,,E00035,Northeast,0,Masters,2.9,1,Standard,1.2,Military,11/19/2021,12/08/2021,Regular
E00301,Skyler Thomas,Operations,Administrator,Director,10,97164.8,Female,Non-Minority,Yes,No,41,40-49,03/20/2010,,,,E00049,Northeast,0,Associates,13.8,0,Technical,14.1,None,,,Regular
E00302,Logan Rodriguez,Product,Analyst II,Entry,5,55600.38,Female,Non-Minority,No,No,24,Under 30,06/02/2019,,,,E00010,Southeast,0,Doctorate,4.6,0,Market Premium,3.7,None,,,Regular
E00303,Morgan Lee,Product,Senior Analyst,Entry,6,82142.7,Female,Non-Minority,No,No,62,60+,05/10/2018,,,,E00038,West,1,None,5.6,0,Technical,3.7,None,,,Regular
E00304,Logan Young,Engineering,VP,Senior Professional,9,80068.68,Male,Minority,No,No,42,40-49,10/04/2019,09/18/2021,Voluntary - Retirement,Voluntary,E00026,Midwest,0,Masters,4.2,1,Market Premium,1.5,Parental,04/10/2020,07/03/2020,Regular
E00305,Morgan Garcia,Communications,Manager,Manager,11,101660.1,Male,Non-Minority,No,No,51,50-59,01/20/2013,,,,E00010,Midwest,0,Masters,10.9,1,Standard,6.3,None,,,Regular
E00306,Riley Allen,Product,Senior Director,Professional,9,94116.93,Male,Non-Minority,No,No,41,40-49,08/28/2014,03/20/2020,Involuntary - Performance,Involuntary,E00006,Remote,0,None,9.3,1,Standard,8.3,None,,,Regular
E00307,Avery Taylor,Marketing,Senior Specialist,Senior Professional,6,78190.95,Female,Minority,Yes,No,54,50-59,05/09/2017,,,,E00046,Northeast,1,Bachelors,6.6,1,Market Premium,5.9,None,,,Regular
E00308,Emery Walker,Finance,Senior Manager,Professional,11,95051.67,Female,Non-Minority,Yes,No,37,30-39,11/25/2013,,,,E00029,Northeast,0,Masters,10.1,1,Standard,8.6,None,,,Regular
E00309,Marley Hall,Human Resources,Associate,Senior Professional,5,59311.57,Male,Non-Minority,Yes,No,30,Under 30,02/19/2013,,,,E00004,Southeast,0,Masters,10.9,1,Market Premium,8.0,None,,,Regular
E00310,Alex Williams,IT,Associate,Manager,14,123708.79,Male,Minority,No,No,63,60+,11/20/2011,,,,E00005,West,0,Associates,12.1,1,Standard,11.5,None,,,Regular
E00311,Elliot White,Product,Senior Specialist,Senior Professional,5,66295.53,Male,Minority,No,No,47,40-49,06/09/2017,04/21/2019,Voluntary - New Opportunity,Voluntary,E00011,West,0,None,6.6,1,Market Premium,5.0,None,,,Regular
E00312,Jamie Rodriguez,Operations,Manager,Entry,8,77504.29,Male,Minority,No,No,31,30-39,11/16/2013,,,,E00012,Northeast,0,Doctorate,10.1,1,Technical,6.7,None,,,Regular
E00313,Finley Johnson,Product,Analyst II,Manager,16,128401.09,Female,Minority,No,No,39,30-39,08/14/2016,,,,E00036,West,0,Associates,7.4,0,Market Premium,2.0,None,,,Regular
E00314,Hayden Allen,Sales,VP,Senior Professional,13,108258.26,Male,Non-Minority,No,No,44,40-49,10/17/2021,,,,E00002,West,0,Doctorate,2.2,1,Market Premium,1.3,None,,,Regular
E00315,Jamie Garcia,Customer Service,Analyst I,Senior Professional,10,92305.79,Male,Non-Minority,No,Yes,42,40-49,09/08/2022,,,,E00025,Remote,0,Associates,1.3,0,Standard,1.7,None,,,Regular
E00316,Blake Hall,Finance,Director,Senior Professional,12,105682.76,Female,Non-Minority,No,No,36,30-39,04/20/2016,,,,E00034,Southeast,0,None,7.7,1,Standard,5.6,None,,,Regular
E00317,Blake Scott,Communications,Administrator,Senior Professional,8,75322.14,Male,Non-Minority,No,No,33,30-39,12/24/2015,06/15/2022,Voluntary - New Opportunity,Voluntary,E00025,Southeast,0,Associates,8.0,1,Technical,3.0,Personal,01/09/2022,06/13/2022,Regular
E00318,Quinn Young,IT,Coordinator,Entry,14,135446.54,Male,Non-Minority,No,No,53,50-59,04/09/2023,01/29/2024,Involuntary - Restructuring,Involuntary,E00037,Remote,1,Bachelors,0.7,1,Standard,0.8,Medical,01/05/2019,05/29/2019,Regular
E00319,Alex Lee,Sales,Manager,Senior Professional,14,125644.67,Female,Non-Minority,Yes,No,22,Under 30,04/06/2011,,,,E00015,Midwest,0,Doctorate,12.7,1,Standard,10.7,None,,,Regular
E00320,Jordan Smith,Supply Chain,Senior Analyst,Senior Professional,7,88687.44,Male,Non-Minority,No,No,59,50-59,08/23/2017,,,,E00021,Southeast,1,None,6.4,1,Technical,6.0,None,,,Regular
E00321,Sage Anderson,IT,Senior Analyst,Senior Professional,6,69574.85,Female,Non-Minority,No,No,32,30-39,08/18/2011,04/23/2016,Voluntary - Return to School,Voluntary,E00022,West,1,Masters,12.4,1,Technical,4.4,None,,,Regular
E00322,Skyler White,Supply Chain,Administrator,Senior Manager,15,122471.27,Male,Non-Minority,No,No,33,30-39,08/09/2022,,,,E00015,West,0,Bachelors,1.4,0,Technical,1.5,None,,,Regular
E00323,Reese Thomas,Marketing,Administrator,Entry,5,62573.47,Female,Non-Minority,No,No,58,50-59,11/09/2012,,,,E00045,Northeast,0,Associates,11.1,1,Technical,4.0,None,,,Regular
E00324,Casey Anderson,Sales,VP,Senior Manager,11,105269.88,Female,Non-Minority,No,No,26,Under 30,09/18/2023,,,,E00032,Southeast,0,Bachelors,0.3,1,Market Premium,0.6,None,,,Regular
E00325,Alex Rodriguez,Risk Management,Associate,Senior Professional,10,93977.64,Female,Non-Minority,No,No,37,30-39,12/28/2011,,,,E00029,Northeast,0,Bachelors,12.0,0,Market Premium,9.9,None,,,Regular
E00326,Sydney Moore,Finance,Senior Analyst,Entry,11,104113.56,Female,Non-Minority,No,No,48,40-49,01/11/2010,,,,E00029,West,0,Masters,14.0,1,Market Premium,8.1,None,,,Regular
E00327,Cameron Hall,Risk Management,Senior Director,Senior Professional,12,127766.98,Female,Non-Minority,No,No,36,30-39,04/10/2012,,,,E00037,Southeast,1,Masters,11.7,0,Standard,9.9,None,,,Regular
E00328,Taylor Anderson,Operations,Senior Analyst,Professional,9,93641.9,Female,Minority,No,No,46,40-49,10/01/2010,07/19/2014,Voluntary - New Opportunity,Voluntary,E00007,Southeast,1,None,13.3,0,Technical,13.0,None,,,Regular
E00329,Cameron Garcia,Supply Chain,Director,Entry,5,63054.55,Female,Minority,No,No,49,40-49,02/02/2012,05/15/2016,Voluntary - Personal,Voluntary,E00028,Southeast,0,None,11.9,0,Standard,4.4,None,,,Regular
E00330,Emery Rodriguez,Legal,Senior Director,Senior Professional,13,110212.88,Female,Non-Minority,No,No,40,30-39,04/06/2014,,,,E00047,Midwest,0,Associates,9.7,0,Standard,1.0,Military,07/04/2023,12/07/2023,Regular
E00331,Parker Williams,Finance,Senior Associate,Professional,10,96505.54,Female,Non-Minority,No,No,64,60+,06/12/2013,,,,E00001,Remote,0,Masters,10.6,1,Standard,1.5,None,,,Regular
E00332,Addison Brown,Marketing,Senior Associate,Manager,14,116252.3,Female,Non-Minority,No,No,47,40-49,08/23/2014,,,,E00031,West,0,Masters,9.4,1,Technical,3.0,None,,,Regular
E00333,Blake Garcia,Marketing,Manager,Senior Professional,10,85361.64,Male,Non-Minority,No,No,24,Under 30,03/16/2022,,,,E00025,Midwest,0,Masters,1.8,1,Market Premium,1.0,None,,,Regular
E00334,Kendall Robinson,IT,Senior Director,Manager,10,94689.98,Female,Non-Minority,No,No,28,Under 30,01/10/2016,,,,E00010,Northeast,0,Bachelors,8.0,1,Technical,3.8,None,,,Regular
E00335,Marley Lee,Sales,Senior Specialist,Senior Manager,10,103129.79,Female,Non-Minority,No,No,56,50-59,03/25/2023,,,,E00025,West,0,Doctorate,0.8,1,Standard,0.9,None,,,Regular
E00336,Reese Wright,Legal,Senior Manager,Professional,5,60813.69,Female,Non-Minority,No,No,58,50-59,10/09/2011,,,,E00033,Remote,0,Associates,12.2,0,Standard,12.1,None,,,Regular
E00337,Peyton Miller,Marketing,Senior Analyst,Manager,12,104434.02,Male,Non-Minority,No,No,24,Under 30,01/27/2020,,,,E00014,West,0,None,3.9,1,Technical,2.2,None,,,Regular
E00338,Drew Scott,Risk Management,VP,Senior Professional,14,113640.75,Male,Minority,Yes,No,26,Under 30,04/26/2013,,,,E00017,Northeast,0,Masters,10.7,1,Technical,4.8,None,,,Regular
E00339,Dakota Scott,Risk Management,Administrator,Entry,9,87691.47,Male,Non-Minority,No,Yes,22,Under 30,04/25/2017,,,,E00034,Remote,0,Doctorate,6.7,0,Technical,5.7,None,,,Regular
E00340,Reese White,Legal,Director,Senior Manager,12,117091.41,Female,Minority,No,No,28,Under 30,07/10/2012,,,,E00010,Northeast,1,Doctorate,11.5,1,Standard,9.5,None,,,Regular
E00341,Hayden Clark,Operations,Manager,Senior Professional,11,90347.17,Male,Non-Minority,No,No,58,50-59,01/05/2022,,,,E00017,Remote,0,Masters,2.0,1,Standard,0.8,None,,,Regular
E00342,Skyler Robinson,Marketing,Senior Specialist,Professional,14,114625.34,Female,Minority,No,Yes,24,Under 30,01/15/2019,,,,E00039,West,0,Bachelors,5.0,1,Technical,1.7,None,,,Regular
E00343,Drew Young,Engineering,Coordinator,Manager,15,122564.21,Female,Non-Minority,No,No,41,40-49,08/28/2020,,,,E00002,Midwest,0,Bachelors,3.3,1,Market Premium,3.3,None,,,Regular
E00344,Sydney Moore,Engineering,Director,Professional,12,106168.89,Female,Non-Minority,No,No,63,60+,03/15/2012,04/02/2015,Voluntary - Career Change,Voluntary,E00018,Northeast,0,Associates,11.8,1,Market Premium,3.0,Parental,07/26/2022,01/02/2023,Regular
E00345,Rowan Allen,Risk Management,Senior Analyst,Senior Professional,10,92964.01,Female,Minority,No,No,26,Under 30,11/12/2020,,,,E00004,Midwest,0,Doctorate,3.1,1,Market Premium,0.9,None,,,Regular
E00346,Quinn Wright,IT,Administrator,Manager,10,102363.35,Male,Non-Minority,No,No,34,30-39,10/04/2021,,,,E00012,Northeast,0,Associates,2.2,0,Standard,1.5,None,,,Regular
E00347,Cameron Scott,Operations,Analyst II,Senior Professional,12,101203.93,Female,Minority,No,No,65,60+,01/31/2018,10/22/2020,Involuntary - Performance,Involuntary,E00026,Northeast,0,Associates,5.9,0,Market Premium,3.4,Personal,01/02/2023,06/11/2023,Regular
E00348,Emery Taylor,Risk Management,Specialist,Director,17,135138.64,Male,Non-Minority,No,No,32,30-39,12/25/2013,,,,E00038,Midwest,0,None,10.0,1,Market Premium,0.8,None,,,Regular
E00349,Quinn King,Marketing,Associate,Senior Professional,14,113412.91,Male,Non-Minority,No,No,63,60+,02/11/2011,,,,E00050,Southeast,0,Associates,12.9,1,Market Premium,8.9,None,,,Regular
E00350,Elliot Jones,Finance,Senior Director,Professional,5,60907.0,Male,Minority,No,No,33,30-39,07/06/2021,,,,E00031,Remote,0,None,2.5,1,Standard,1.1,None,,,Regular
E00351,Addison Taylor,Supply Chain,Manager,Entry,9,95128.16,Male,Minority,No,No,38,30-39,11/07/2016,,,,E00025,Southeast,0,Masters,7.1,1,Market Premium,5.3,Family Care,06/15/2022,08/07/2022,Regular
E00352,Cameron Harris,Customer Service,Director,Senior Manager,15,148406.86,Male,Non-Minority,No,No,40,30-39,02/10/2023,10/01/2024,Voluntary - New Opportunity,Voluntary,E00036,Midwest,1,None,0.9,0,Market Premium,0.6,None,,,Regular
E00353,Jamie Clark,Research,VP,Entry,10,94514.41,Male,Non-Minority,No,No,63,60+,03/14/2016,,,,E00018,Midwest,0,Associates,7.8,1,Standard,4.5,None,,,Regular
E00354,Skyler Anderson,Finance,Senior Director,Entry,14,123823.05,Male,Minority,No,No,30,Under 30,05/23/2015,,,,E00026,Northeast,0,Masters,8.6,1,Market Premium,2.7,None,,,Regular
E00355,Jordan White,Legal,VP,Professional,11,106667.68,Female,Minority,No,No,58,50-59,05/22/2019,,,,E00048,Southeast,0,Bachelors,4.6,1,Technical,3.8,None,,,Regular
E00356,Blake Lee,Research,Senior Associate,Manager,17,134406.96,Male,Non-Minority,No,No,32,30-39,12/28/2021,,,,E00043,Remote,0,Associates,2.0,1,Market Premium,0.7,None,,,Regular
E00357,Peyton Thompson,Supply Chain,Coordinator,Senior Professional,9,91308.33,Female,Non-Minority,No,No,33,30-39,11/14/2012,,,,E00047,Midwest,0,None,11.1,1,Standard,4.4,None,,,Regular
E00358,Jamie White,Legal,Senior Associate,Professional,10,92430.81,Female,Non-Minority,No,No,51,50-59,11/20/2016,,,,E00024,Northeast,0,Masters,7.1,1,Standard,6.7,None,,,Regular
E00359,Finley Wright,IT,Associate,Senior Professional,14,114464.96,Male,Non-Minority,No,No,54,50-59,02/02/2023,,,,E00005,Northeast,0,Masters,0.9,1,Technical,0.8,None,,,Regular
E00360,Reese Wright,Sales,Consultant,Entry,10,101899.19,Male,Non-Minority,No,No,51,50-59,03/19/2011,05/24/2013,Voluntary - Career Change,Voluntary,E00027,Southeast,0,Bachelors,12.8,1,Technical,2.8,None,,,Regular
E00361,Riley Anderson,Product,Senior Director,Professional,10,93251.93,Male,Non-Minority,Yes,No,25,Under 30,10/25/2011,,,,E00041,Northeast,0,Masters,12.2,0,Market Premium,3.1,None,,,Regular
E00362,Peyton Hall,IT,Coordinator,Senior Professional,7,75720.35,Male,Non-Minority,No,No,27,Under 30,10/13/2013,,,,E00032,Southeast,0,Doctorate,10.2,1,Market Premium,7.0,None,,,Regular
E00363,Alex Johnson,Legal,Senior Manager,Senior Manager,17,134486.9,Female,Non-Minority,No,No,34,30-39,01/18/2019,,,,E00025,Midwest,0,None,5.0,1,Market Premium,4.3,None,,,Regular
E00364,Sydney Davis,Research,Associate,Senior Professional,5,62633.67,Male,Non-Minority,No,No,44,40-49,11/29/2021,07/16/2024,Voluntary - New Opportunity,Voluntary,E00041,Midwest,0,Associates,2.1,1,Standard,1.3,None,,,Regular
E00365,Marley Johnson,Engineering,Senior Associate,Senior Manager,12,100868.59,Female,Minority,No,No,40,30-39,03/16/2023,,,,E00005,West,0,Doctorate,0.8,1,Technical,0.9,None,,,Regular
E00366,Blake Hall,Research,Associate,Senior Manager,12,128968.68,Male,Minority,No,No,32,30-39,09/23/2019,,,,E00032,West,1,None,4.3,1,Standard,1.5,Parental,06/22/2019,07/30/2019,Regular
E00367,Rowan Garcia,Supply Chain,Analyst II,Professional,5,61995.17,Female,Minority,No,No,45,40-49,09/27/2014,,,,E00038,Northeast,0,Masters,9.3,1,Technical,2.9,None,,,Regular
E00368,Jordan Lewis,IT,Analyst II,Professional,5,58945.0,Female,Minority,No,No,63,60+,12/29/2021,,,,E00039,Northeast,0,None,2.0,0,Technical,0.7,None,,,Regular
E00369,Jamie Martin,Legal,VP,Senior Professional,6,68400.12,Male,Non-Minority,Yes,No,31,30-39,12/19/2019,,,,E00036,Southeast,0,None,4.0,0,Market Premium,2.2,None,,,Regular
E00370,River Harris,Research,VP,Senior Professional,13,111287.2,Male,Minority,No,No,30,Under 30,04/07/2012,,,,E00018,West,0,None,11.7,1,Technical,8.9,None,,,Regular
E00371,Finley Miller,Engineering,Director,Senior Professional,6,73350.22,Female,Non-Minority,No,No,34,30-39,08/22/2012,,,,E00007,Midwest,0,Doctorate,11.4,1,Standard,4.6,None,,,Regular
E00372,Elliot Miller,Finance,VP,Entry,13,111125.89,Female,Non-Minority,No,No,52,50-59,03/11/2019,12/29/2022,Voluntary - Career Change,Voluntary,E00032,Midwest,0,Associates,4.8,0,Standard,0.6,None,,,Regular
E00373,Finley Jones,Human Resources,Analyst II,Professional,14,115527.0,Male,Non-Minority,No,No,54,50-59,12/31/2011,,,,E00043,Northeast,0,None,12.0,0,Market Premium,8.2,None,,,Regular
E00374,Jordan Brown,Engineering,Administrator,Entry,9,92880.14,Female,Non-Minority,No,No,33,30-39,03/30/2020,,,,E00030,Northeast,0,Bachelors,3.8,0,Market Premium,3.5,None,,,Regular
E00375,Skyler Clark,Human Resources,Senior Analyst,Manager,10,95442.73,Female,Minority,No,No,43,40-49,01/05/2017,04/13/2022,Voluntary - Relocation,Voluntary,E00009,Midwest,0,Masters,7.0,1,Technical,2.4,None,,,Regular
E00376,Morgan Thomas,Operations,Senior Specialist,Senior Professional,10,114558.75,Female,Minority,No,No,51,50-59,02/01/2012,,,,E00012,Midwest,1,Masters,11.9,1,Technical,10.6,None,,,Regular
E00377,Casey Robinson,Research,VP,Professional,7,79186.57,Female,Non-Minority,No,No,25,Under 30,06/17/2019,,,,E00008,Southeast,0,None,4.5,1,Market Premium,4.6,None,,,Regular
E00378,Dakota Garcia,Communications,Director,Entry,14,116028.4,Male,Minority,No,No,46,40-49,10/29/2020,,,,E00044,Midwest,0,Doctorate,3.2,0,Standard,3.3,None,,,Regular
E00379,Charlie Moore,Product,Manager,Manager,17,145442.21,Male,Non-Minority,No,No,24,Under 30,12/06/2012,,,,E00008,Northeast,0,Bachelors,11.1,1,Technical,4.0,None,,,Regular
E00380,Reese Davis,Communications,Senior Director,Senior Professional,14,112418.65,Female,Non-Minority,No,No,43,40-49,10/09/2021,,,,E00047,Remote,0,Doctorate,2.2,0,Technical,2.0,None,,,Regular
E00381,Blake Lewis,Legal,Senior Director,Professional,8,72425.67,Male,Non-Minority,No,No,63,60+,02/20/2012,,,,E00031,West,0,Associates,11.9,0,Technical,11.1,None,,,Regular
E00382,Elliot Garcia,Finance,Senior Manager,Senior Manager,10,80796.04,Female,Minority,No,No,52,50-59,09/30/2023,,,,E00042,West,0,Associates,0.3,0,Standard,0.7,None,,,Regular
E00383,Jordan Lee,Sales,Associate,Entry,10,100293.64,Male,Non-Minority,No,No,57,50-59,03/11/2017,,,,E00018,West,0,Masters,6.8,1,Standard,1.0,None,,,Regular
E00384,Drew Brown,Human Resources,Manager,Senior Professional,12,112290.59,Female,Non-Minority,No,No,63,60+,12/18/2019,,,,E00029,Northeast,0,None,4.0,0,Market Premium,2.1,None,,,Regular
E00385,Peyton Harris,Customer Service,Director,Professional,5,65296.19,Female,Minority,No,No,62,60+,07/01/2022,,,,E00006,Midwest,0,Doctorate,1.5,1,Technical,0.8,None,,,Regular
E00386,Addison Jackson,Risk Management,Specialist,Entry,5,64983.51,Female,Minority,No,No,57,50-59,03/26/2020,07/19/2024,Involuntary - Restructuring,Involuntary,E00015,Remote,0,Doctorate,3.8,0,Market Premium,3.2,None,,,Regular
E00387,Morgan Hall,Supply Chain,Senior Director,Manager,17,137671.48,Male,Non-Minority,No,No,36,30-39,02/24/2018,,,,E00008,Northeast,0,Bachelors,5.9,0,Market Premium,5.4,None,,,Regular
E00388,Logan Brown,Customer Service,Analyst I,Professional,13,111941.67,Male,Non-Minority,No,No,32,30-39,07/19/2016,,,,E00024,West,0,Associates,7.5,1,Technical,6.1,None,,,Regular
E00389,Morgan Scott,IT,Administrator,Manager,13,131893.64,Female,Non-Minority,No,No,47,40-49,03/07/2019,11/14/2020,Involuntary - Performance,Involuntary,E00013,Southeast,1,Masters,4.8,1,Standard,3.9,None,,,Regular
